player_name,total_runs,balls_faced,dismissals,strike_rate,total_wickets,runs_conceded,balls_bowled,overs_bowled,economy_rate,player_ID,runs_per_dismissal,balls_per_run,cluster_id,improvement_plan
D Kalyankrishna,3.0,8.0,1.0,37.5,2.0,88.0,50.0,8.333333333333334,10.56,Player_135,3.0,2.6666666666666665,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
D Padikkal,1260.0,1057.0,45.0,119.20529801324504,0.0,0.0,0.0,0.0,0.0,Player_136,28.0,0.8388888888888889,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
D Pretorius,44.0,28.0,4.0,157.14285714285714,7.0,213.0,138.0,23.0,9.26086956521739,Player_137,11.0,0.6363636363636364,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
D Salunkhe,33.0,24.0,1.0,137.5,1.0,80.0,51.0,8.5,9.411764705882351,Player_138,33.0,0.7272727272727273,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
D Wiese,127.0,94.0,5.0,135.1063829787234,17.0,409.0,289.0,48.16666666666666,8.491349480968859,Player_139,25.4,0.7401574803149606,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
D du Preez,10.0,13.0,1.0,76.92307692307693,4.0,56.0,43.0,7.166666666666667,7.813953488372093,Player_140,10.0,1.3,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
DA Miller,2455.0,1838.0,69.0,133.56909684439609,0.0,0.0,0.0,0.0,0.0,Player_141,35.57971014492754,0.7486761710794297,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
DA Warner,5883.0,4313.0,143.0,136.40157662879665,0.0,2.0,2.0,0.3333333333333333,6.0,Player_142,41.13986013986014,0.7331293557708652,1,Elite performance. Focus on sustaining high-level metrics and advanced skills.
DAJ Bracewell,12.0,9.0,0.0,133.33333333333331,3.0,32.0,25.0,4.166666666666667,7.68,Player_143,12.0,0.75,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
DB Das,304.0,267.0,12.0,113.85767790262172,0.0,0.0,0.0,0.0,0.0,Player_144,25.333333333333332,0.8782894736842105,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
DB Ravi Teja,375.0,325.0,20.0,115.38461538461536,1.0,28.0,18.0,3.0,9.333333333333334,Player_145,18.75,0.8666666666666667,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
DE Bollinger,21.0,23.0,1.0,91.30434782608695,43.0,716.0,600.0,100.0,7.16,Player_146,21.0,1.0952380952380953,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
DG Nalkande,0.0,0.0,0.0,0.0,2.0,59.0,33.0,5.5,10.727272727272728,Player_147,0.0,0.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
DH Yagnik,170.0,142.0,9.0,119.71830985915491,0.0,0.0,0.0,0.0,0.0,Player_148,18.88888888888889,0.8352941176470589,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
DJ Bravo,1560.0,1247.0,69.0,125.10024057738572,207.0,4436.0,3296.0,549.3333333333334,8.075242718446601,Player_149,22.608695652173914,0.7993589743589744,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
DJ Harris,111.0,103.0,3.0,107.76699029126212,0.0,26.0,18.0,3.0,8.666666666666666,Player_150,37.0,0.9279279279279279,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
DJ Hooda,1237.0,970.0,58.0,127.52577319587628,10.0,505.0,359.0,59.833333333333336,8.440111420612814,Player_151,21.32758620689655,0.7841552142279709,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
DJ Hussey,1322.0,1101.0,49.0,120.07266121707538,10.0,485.0,323.0,53.833333333333336,9.009287925696594,Player_152,26.979591836734695,0.8328290468986385,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
DJ Jacobs,92.0,101.0,7.0,91.0891089108911,0.0,0.0,0.0,0.0,0.0,Player_153,13.142857142857142,1.0978260869565217,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
DJ Malan,26.0,26.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,Player_154,26.0,1.0,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
DJ Mitchell,33.0,46.0,2.0,71.73913043478261,0.0,27.0,13.0,2.1666666666666665,12.461538461538462,Player_155,16.5,1.393939393939394,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
DJ Muthuswami,1.0,3.0,1.0,33.33333333333333,4.0,108.0,84.0,14.0,7.714285714285714,Player_156,1.0,3.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
DJ Thornely,39.0,54.0,3.0,72.22222222222221,3.0,40.0,44.0,7.333333333333333,5.454545454545455,Player_157,13.0,1.3846153846153846,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
DJ Willey,18.0,32.0,3.0,56.25,3.0,171.0,127.0,21.166666666666668,8.078740157480315,Player_158,6.0,1.7777777777777777,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
DJG Sammy,295.0,251.0,15.0,117.52988047808766,14.0,354.0,244.0,40.66666666666666,8.704918032786885,Player_159,19.666666666666668,0.8508474576271187,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
DJM Short,115.0,102.0,7.0,112.74509803921568,1.0,23.0,18.0,3.0,7.666666666666667,Player_160,16.428571428571427,0.8869565217391304,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
DL Chahar,79.0,59.0,7.0,133.89830508474577,61.0,1739.0,1385.0,230.8333333333333,7.533574007220216,Player_161,11.285714285714286,0.7468354430379747,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
DL Vettori,121.0,118.0,7.0,102.54237288135592,34.0,894.0,785.0,130.83333333333334,6.83312101910828,Player_162,17.285714285714285,0.9752066115702479,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
DM Bravo,6.0,5.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,Player_163,6.0,0.8333333333333334,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
DNT Zoysa,11.0,9.0,1.0,122.22222222222224,2.0,100.0,69.0,11.5,8.695652173913043,Player_164,11.0,0.8181818181818182,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
DP Conway,252.0,176.0,6.0,143.1818181818182,0.0,0.0,0.0,0.0,0.0,Player_165,42.0,0.6984126984126984,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
DP Nannes,4.0,13.0,1.0,30.76923076923077,38.0,815.0,689.0,114.83333333333331,7.097242380261249,Player_166,4.0,3.25,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
DP Vijaykumar,1.0,1.0,0.0,100.0,4.0,205.0,159.0,26.5,7.735849056603773,Player_167,1.0,1.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
DPMD Jayawardene,1808.0,1522.0,64.0,118.7910643889619,0.0,0.0,0.0,0.0,0.0,Player_168,28.25,0.8418141592920354,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
DR Martyn,19.0,26.0,2.0,73.07692307692307,0.0,0.0,0.0,0.0,0.0,Player_169,9.5,1.368421052631579,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
DR Sams,44.0,48.0,10.0,91.66666666666666,15.0,528.0,389.0,64.83333333333333,8.143958868894602,Player_170,4.4,1.0909090909090908,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
DR Shorey,13.0,20.0,2.0,65.0,0.0,0.0,0.0,0.0,0.0,Player_171,6.5,1.5384615384615385,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
DR Smith,2385.0,1803.0,81.0,132.27953410981698,27.0,825.0,557.0,92.83333333333331,8.88689407540395,Player_172,29.444444444444443,0.7559748427672957,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
DS Kulkarni,104.0,113.0,9.0,92.03539823008848,91.0,2513.0,1876.0,312.6666666666667,8.03731343283582,Player_173,11.555555555555555,1.0865384615384615,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
DS Lehmann,18.0,19.0,2.0,94.73684210526316,0.0,0.0,0.0,0.0,0.0,Player_174,9.0,1.0555555555555556,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
DT Christian,460.0,408.0,28.0,112.74509803921568,40.0,1218.0,922.0,153.66666666666666,7.926247288503254,Player_175,16.428571428571427,0.8869565217391304,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
DT Patil,13.0,13.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,Player_176,13.0,1.0,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
DW Steyn,167.0,163.0,22.0,102.45398773006136,105.0,2583.0,2282.0,380.3333333333333,6.791411042944786,Player_177,7.590909090909091,0.9760479041916168,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
E Lewis,654.0,499.0,24.0,131.062124248497,0.0,0.0,0.0,0.0,0.0,Player_178,27.25,0.7629969418960245,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
EJG Morgan,1406.0,1181.0,61.0,119.05165114309906,0.0,0.0,0.0,0.0,0.0,Player_179,23.049180327868854,0.8399715504978663,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
ER Dwivedi,24.0,15.0,2.0,160.0,0.0,0.0,0.0,0.0,0.0,Player_180,12.0,0.625,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
F Behardien,14.0,13.0,2.0,107.6923076923077,0.0,0.0,0.0,0.0,0.0,Player_181,7.0,0.9285714285714286,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
F du Plessis,3403.0,2676.0,97.0,127.16741405082212,0.0,16.0,6.0,1.0,16.0,Player_182,35.08247422680412,0.7863649720834558,1,Elite performance. Focus on sustaining high-level metrics and advanced skills.
FA Allen,14.0,19.0,2.0,73.68421052631578,2.0,136.0,91.0,15.166666666666666,8.967032967032967,Player_183,7.0,1.3571428571428572,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
FH Edwards,4.0,5.0,1.0,80.0,6.0,160.0,150.0,25.0,6.4,Player_184,4.0,1.25,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
FY Fazal,183.0,179.0,9.0,102.23463687150836,1.0,20.0,12.0,2.0,10.0,Player_185,20.333333333333332,0.9781420765027322,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
Fazalhaq Farooqi,2.0,8.0,0.0,25.0,2.0,110.0,76.0,12.666666666666666,8.68421052631579,Player_186,2.0,4.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
G Gambhir,4217.0,3524.0,135.0,119.66515323496029,0.0,0.0,0.0,0.0,0.0,Player_187,31.237037037037037,0.835665164809106,1,Elite performance. Focus on sustaining high-level metrics and advanced skills.
GB Hogg,22.0,22.0,2.0,100.0,25.0,585.0,466.0,77.66666666666667,7.532188841201716,Player_188,11.0,1.0,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
GC Smith,739.0,691.0,30.0,106.9464544138929,0.0,0.0,0.0,0.0,0.0,Player_189,24.633333333333333,0.9350473612990527,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
GC Viljoen,3.0,7.0,2.0,42.85714285714285,8.0,229.0,146.0,24.33333333333333,9.41095890410959,Player_190,1.5,2.3333333333333335,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
GD McGrath,4.0,5.0,1.0,80.0,14.0,366.0,329.0,54.833333333333336,6.674772036474164,Player_191,4.0,1.25,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
GD Phillips,26.0,33.0,2.0,78.78787878787878,1.0,20.0,13.0,2.1666666666666665,9.230769230769232,Player_192,13.0,1.2692307692307692,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
GH Vihari,284.0,331.0,20.0,85.80060422960725,1.0,48.0,43.0,7.166666666666667,6.697674418604651,Player_193,14.2,1.1654929577464788,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
GHS Garton,2.0,4.0,1.0,50.0,3.0,136.0,97.0,16.166666666666668,8.412371134020617,Player_194,2.0,2.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
GJ Bailey,663.0,552.0,29.0,120.1086956521739,0.0,0.0,0.0,0.0,0.0,Player_195,22.862068965517242,0.832579185520362,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
GJ Maxwell,2320.0,1571.0,90.0,147.67663908338636,31.0,1087.0,803.0,133.83333333333334,8.122042341220423,Player_196,25.77777777777778,0.6771551724137931,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
GR Napier,15.0,16.0,1.0,93.75,1.0,28.0,24.0,4.0,7.0,Player_197,15.0,1.0666666666666667,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
GS Sandhu,0.0,0.0,0.0,0.0,1.0,86.0,48.0,8.0,10.75,Player_198,0.0,0.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
Gagandeep Singh,0.0,0.0,0.0,0.0,3.0,142.0,84.0,14.0,10.142857142857142,Player_199,0.0,0.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
Gurkeerat Singh,511.0,436.0,27.0,117.20183486238533,5.0,97.0,82.0,13.666666666666666,7.097560975609756,Player_200,18.925925925925927,0.8532289628180039,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
H Das,2.0,5.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,Player_201,2.0,2.5,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
H Klaasen,66.0,58.0,5.0,113.79310344827589,0.0,0.0,0.0,0.0,0.0,Player_202,13.2,0.8787878787878788,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
HE van der Dussen,22.0,25.0,2.0,88.0,0.0,0.0,0.0,0.0,0.0,Player_203,11.0,1.1363636363636365,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
HF Gurney,1.0,5.0,0.0,20.0,7.0,239.0,169.0,28.166666666666668,8.485207100591715,Player_204,1.0,5.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
HH Gibbs,886.0,837.0,32.0,105.8542413381123,0.0,0.0,0.0,0.0,0.0,Player_205,27.6875,0.9446952595936795,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
HH Pandya,1972.0,1406.0,66.0,140.2560455192034,53.0,1566.0,1103.0,183.8333333333333,8.518585675430643,Player_206,29.87878787878788,0.7129817444219066,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
HM Amla,577.0,418.0,13.0,138.03827751196172,0.0,0.0,0.0,0.0,0.0,Player_207,44.38461538461539,0.7244367417677643,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
HR Shokeen,43.0,48.0,2.0,89.58333333333334,2.0,130.0,94.0,15.666666666666666,8.297872340425533,Player_208,21.5,1.1162790697674418,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
HV Patel,230.0,189.0,21.0,121.6931216931217,106.0,2262.0,1665.0,277.5,8.151351351351352,Player_209,10.952380952380953,0.8217391304347826,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
Harbhajan Singh,833.0,636.0,56.0,130.9748427672956,161.0,4101.0,3496.0,582.6666666666666,7.0383295194508015,Player_210,14.875,0.7635054021608644,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
Harmeet Singh,18.0,12.0,2.0,150.0,31.0,747.0,574.0,95.66666666666669,7.808362369337979,Player_211,9.0,0.6666666666666666,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
Harpreet Brar,106.0,100.0,3.0,106.0,9.0,379.0,296.0,49.333333333333336,7.682432432432432,Player_212,35.333333333333336,0.9433962264150944,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
Harpreet Singh,20.0,26.0,2.0,76.92307692307693,0.0,0.0,0.0,0.0,0.0,Player_213,10.0,1.3,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
Harshit Rana,2.0,2.0,1.0,100.0,1.0,52.0,31.0,5.166666666666667,10.064516129032258,Player_214,2.0,1.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
I Malhotra,7.0,4.0,0.0,175.0,0.0,23.0,6.0,1.0,23.0,Player_215,7.0,0.5714285714285714,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
I Sharma,55.0,62.0,7.0,88.70967741935483,74.0,2779.0,2090.0,348.3333333333333,7.97799043062201,Player_216,7.857142857142857,1.1272727272727272,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
I Udana,15.0,11.0,3.0,136.36363636363637,8.0,286.0,182.0,30.33333333333333,9.428571428571429,Player_217,5.0,0.7333333333333333,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
IC Pandey,0.0,2.0,1.0,0.0,19.0,609.0,469.0,78.16666666666667,7.791044776119403,Player_218,0.0,2.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
IC Porel,0.0,0.0,0.0,0.0,1.0,42.0,26.0,4.333333333333333,9.692307692307692,Player_219,0.0,0.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
IK Pathan,1150.0,985.0,53.0,116.751269035533,99.0,2711.0,2113.0,352.1666666666667,7.698059630856601,Player_220,21.69811320754717,0.8565217391304348,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
IR Jaggi,76.0,100.0,5.0,76.0,0.0,0.0,0.0,0.0,0.0,Player_221,15.2,1.3157894736842106,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
IS Sodhi,7.0,18.0,2.0,38.88888888888889,9.0,204.0,182.0,30.33333333333333,6.725274725274725,Player_222,3.5,2.5714285714285716,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
Imran Tahir,33.0,37.0,4.0,89.1891891891892,86.0,1729.0,1340.0,223.3333333333333,7.741791044776119,Player_223,8.25,1.121212121212121,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
Iqbal Abdulla,88.0,86.0,1.0,102.32558139534883,45.0,1125.0,943.0,157.16666666666666,7.158006362672323,Player_224,88.0,0.9772727272727273,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
Ishan Kishan,1870.0,1444.0,62.0,129.50138504155123,0.0,0.0,0.0,0.0,0.0,Player_225,30.161290322580644,0.772192513368984,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
J Arunkumar,23.0,24.0,3.0,95.83333333333334,0.0,0.0,0.0,0.0,0.0,Player_226,7.666666666666667,1.0434782608695652,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
J Botha,409.0,364.0,22.0,112.36263736263736,27.0,818.0,709.0,118.16666666666669,6.922425952045134,Player_227,18.59090909090909,0.8899755501222494,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
J Suchith,70.0,62.0,4.0,112.90322580645164,20.0,604.0,434.0,72.33333333333333,8.350230414746544,Player_228,17.5,0.8857142857142857,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
J Syed Mohammad,29.0,27.0,2.0,107.40740740740742,10.0,286.0,196.0,32.666666666666664,8.755102040816327,Player_229,14.5,0.9310344827586207,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
J Theron,10.0,13.0,2.0,76.92307692307693,13.0,311.0,235.0,39.16666666666666,7.940425531914894,Player_230,5.0,1.3,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
J Yadav,40.0,38.0,2.0,105.26315789473684,9.0,421.0,374.0,62.333333333333336,6.754010695187166,Player_231,20.0,0.95,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
JA Morkel,975.0,712.0,40.0,136.938202247191,96.0,2409.0,1807.0,301.1666666666667,7.998893193137797,Player_232,24.375,0.7302564102564103,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
JA Richardson,15.0,25.0,2.0,60.0,3.0,122.0,69.0,11.5,10.608695652173912,Player_233,7.5,1.6666666666666667,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
JC Archer,195.0,128.0,13.0,152.34375,47.0,1008.0,858.0,143.0,7.048951048951049,Player_234,15.0,0.6564102564102564,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
JC Buttler,2832.0,1955.0,71.0,144.85933503836316,0.0,0.0,0.0,0.0,0.0,Player_235,39.88732394366197,0.6903248587570622,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
JD Ryder,604.0,466.0,29.0,129.6137339055794,11.0,314.0,241.0,40.16666666666666,7.817427385892117,Player_236,20.82758620689655,0.7715231788079471,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
JD Unadkat,164.0,136.0,11.0,120.58823529411764,99.0,2806.0,1942.0,323.6666666666667,8.66941297631308,Player_237,14.909090909090908,0.8292682926829268,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
JDP Oram,106.0,110.0,8.0,96.36363636363636,13.0,362.0,244.0,40.66666666666666,8.901639344262296,Player_238,13.25,1.0377358490566038,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
JDS Neesham,92.0,93.0,8.0,98.9247311827957,8.0,342.0,222.0,37.0,9.243243243243244,Player_239,11.5,1.0108695652173914,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
JE Taylor,3.0,4.0,0.0,75.0,6.0,167.0,122.0,20.33333333333333,8.213114754098362,Player_240,3.0,1.3333333333333333,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
JEC Franklin,327.0,309.0,11.0,105.8252427184466,9.0,225.0,155.0,25.83333333333333,8.70967741935484,Player_241,29.727272727272727,0.944954128440367,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
JH Kallis,2427.0,2291.0,89.0,105.93627237014404,74.0,2348.0,1799.0,299.8333333333333,7.831017231795442,Player_242,27.269662921348313,0.9439637412443346,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
JJ Bumrah,56.0,68.0,8.0,82.35294117647058,161.0,3499.0,2857.0,476.1666666666667,7.348267413370668,Player_243,7.0,1.2142857142857142,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
JJ Roy,329.0,264.0,11.0,124.62121212121212,0.0,0.0,0.0,0.0,0.0,Player_244,29.90909090909091,0.8024316109422492,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
JJ van der Wath,18.0,17.0,2.0,105.88235294117648,3.0,134.0,76.0,12.666666666666666,10.578947368421051,Player_245,9.0,0.9444444444444444,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
JL Denly,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Player_246,0.0,1.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
JL Pattinson,15.0,13.0,1.0,115.38461538461536,11.0,321.0,222.0,37.0,8.675675675675675,Player_247,15.0,0.8666666666666667,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
JM Bairstow,1291.0,935.0,38.0,138.07486631016044,0.0,0.0,0.0,0.0,0.0,Player_248,33.973684210526315,0.7242447714949651,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
JM Kemp,26.0,25.0,2.0,104.0,3.0,58.0,47.0,7.833333333333333,7.404255319148937,Player_249,13.0,0.9615384615384616,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
JM Sharma,234.0,149.0,8.0,157.04697986577182,0.0,0.0,0.0,0.0,0.0,Player_250,29.25,0.6367521367521367,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
JO Holder,247.0,205.0,19.0,120.48780487804878,55.0,1199.0,873.0,145.5,8.240549828178693,Player_251,13.0,0.8299595141700404,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
JP Behrendorff,0.0,0.0,0.0,0.0,5.0,168.0,117.0,19.5,8.615384615384615,Player_252,0.0,0.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
JP Duminy,2029.0,1680.0,49.0,120.77380952380952,23.0,847.0,701.0,116.83333333333331,7.249643366619116,Player_253,41.40816326530612,0.8279940857565303,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
JP Faulkner,527.0,406.0,28.0,129.80295566502463,76.0,1849.0,1287.0,214.5,8.62004662004662,Player_254,18.821428571428573,0.7703984819734345,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
JPR Scantlebury-Searles,8.0,6.0,1.0,133.33333333333331,2.0,89.0,45.0,7.5,11.866666666666667,Player_255,8.0,0.75,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
JR Hazlewood,18.0,27.0,0.0,66.66666666666666,33.0,754.0,565.0,94.16666666666669,8.007079646017699,Player_256,18.0,1.5,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
JR Hopes,417.0,314.0,17.0,132.80254777070064,14.0,562.0,369.0,61.5,9.138211382113822,Player_257,24.529411764705884,0.7529976019184652,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
JR Philippe,78.0,80.0,4.0,97.5,0.0,0.0,0.0,0.0,0.0,Player_258,19.5,1.0256410256410255,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
JW Hastings,0.0,0.0,0.0,0.0,3.0,66.0,61.0,10.166666666666666,6.491803278688525,Player_259,0.0,0.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
Jalaj S Saxena,0.0,0.0,0.0,0.0,0.0,27.0,18.0,3.0,9.0,Player_260,0.0,0.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
Jaskaran Singh,8.0,11.0,2.0,72.72727272727273,6.0,174.0,111.0,18.5,9.405405405405403,Player_261,4.0,1.375,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
Joginder Sharma,36.0,30.0,4.0,120.0,13.0,421.0,272.0,45.333333333333336,9.286764705882351,Player_262,9.0,0.8333333333333334,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
K Goel,218.0,239.0,14.0,91.21338912133892,0.0,94.0,67.0,11.166666666666666,8.417910447761194,Player_263,15.571428571428571,1.0963302752293578,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
K Gowtham,186.0,115.0,14.0,161.7391304347826,19.0,677.0,486.0,81.0,8.358024691358025,Player_264,13.285714285714286,0.6182795698924731,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
K Kartikeya,3.0,6.0,1.0,50.0,5.0,103.0,78.0,13.0,7.923076923076923,Player_265,3.0,2.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
K Khejroliya,0.0,0.0,0.0,0.0,3.0,157.0,101.0,16.833333333333332,9.326732673267328,Player_266,0.0,0.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
K Rabada,186.0,188.0,14.0,98.93617021276596,108.0,2023.0,1498.0,249.66666666666663,8.102803738317757,Player_267,13.285714285714286,1.010752688172043,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
K Santokie,0.0,0.0,0.0,0.0,3.0,91.0,51.0,8.5,10.705882352941176,Player_268,0.0,0.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
